uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,2
MA,PNEUMONIA,DOMICILIO,"80 - 89",F,24
MA,PNEUMONIA,DOMICILIO,"80 - 89",M,44
MA,PNEUMONIA,HOSPITAL,"80 - 89",F,200
MA,PNEUMONIA,HOSPITAL,"80 - 89",I,1
MA,PNEUMONIA,HOSPITAL,"80 - 89",M,241
MA,PNEUMONIA,IGNORADO,"80 - 89",F,1
MA,PNEUMONIA,IGNORADO,"80 - 89",M,1
MA,PNEUMONIA,OUTRO,"80 - 89",F,2
MA,PNEUMONIA,OUTRO,"80 - 89",M,4
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
MA,SEPTICEMIA,DOMICILIO,"80 - 89",F,21
MA,SEPTICEMIA,DOMICILIO,"80 - 89",M,22
MA,SEPTICEMIA,HOSPITAL,"80 - 89",F,115
MA,SEPTICEMIA,HOSPITAL,"80 - 89",M,117
MA,SEPTICEMIA,OUTRO,"80 - 89",F,2
MA,SEPTICEMIA,OUTRO,"80 - 89",M,3
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
MA,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,1
MA,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
MA,SRAG,DOMICILIO,"80 - 89",F,10
MA,SRAG,DOMICILIO,"80 - 89",M,15
MA,SRAG,HOSPITAL,"80 - 89",F,65
MA,SRAG,HOSPITAL,"80 - 89",M,104
MA,SRAG,OUTRO,"80 - 89",F,2
MA,SRAG,OUTRO,"80 - 89",M,6
MA,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
MA,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,4
MG,OUTRAS,DOMICILIO,"80 - 89",F,2710
MG,OUTRAS,DOMICILIO,"80 - 89",M,2575
MG,OUTRAS,HOSPITAL,"80 - 89",F,3776
MG,OUTRAS,HOSPITAL,"80 - 89",I,1
MG,OUTRAS,HOSPITAL,"80 - 89",M,3235
MG,OUTRAS,IGNORADO,"80 - 89",F,167
MG,OUTRAS,IGNORADO,"80 - 89",M,160
MG,OUTRAS,OUTRO,"80 - 89",F,154
MG,OUTRAS,OUTRO,"80 - 89",M,113
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,476
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,396
MG,OUTRAS,POSTO_SAUDE,"80 - 89",F,1
MG,OUTRAS,VIA_PUBLICA,"80 - 89",F,44
MG,OUTRAS,VIA_PUBLICA,"80 - 89",M,45
MG,COVID,DOMICILIO,"80 - 89",F,42
MG,COVID,DOMICILIO,"80 - 89",M,44
MG,COVID,HOSPITAL,"80 - 89",F,1268
MG,COVID,HOSPITAL,"80 - 89",M,1395
MG,COVID,IGNORADO,"80 - 89",F,28
MG,COVID,IGNORADO,"80 - 89",M,35
MG,COVID,OUTRO,"80 - 89",F,7
MG,COVID,OUTRO,"80 - 89",M,9
MG,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,70
MG,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,58
MG,COVID,VIA_PUBLICA,"80 - 89",M,4
MG,INDETERMINADA,DOMICILIO,"80 - 89",F,104
MG,INDETERMINADA,DOMICILIO,"80 - 89",M,92
MG,INDETERMINADA,HOSPITAL,"80 - 89",F,28
MG,INDETERMINADA,HOSPITAL,"80 - 89",M,37
MG,INDETERMINADA,IGNORADO,"80 - 89",F,17
MG,INDETERMINADA,IGNORADO,"80 - 89",M,18
MG,INDETERMINADA,OUTRO,"80 - 89",F,2
MG,INDETERMINADA,OUTRO,"80 - 89",M,5
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,11
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,9
MG,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,2
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,224
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,228
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,794
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,706
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,32
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,24
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,5
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,10
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,87
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,60
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,2
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,2
MG,PNEUMONIA,DOMICILIO,"80 - 89",F,183
MG,PNEUMONIA,DOMICILIO,"80 - 89",M,182
MG,PNEUMONIA,HOSPITAL,"80 - 89",F,2293
MG,PNEUMONIA,HOSPITAL,"80 - 89",M,2264
MG,PNEUMONIA,IGNORADO,"80 - 89",F,63
MG,PNEUMONIA,IGNORADO,"80 - 89",M,57
MG,PNEUMONIA,OUTRO,"80 - 89",F,14
MG,PNEUMONIA,OUTRO,"80 - 89",M,14
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,150
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,139
MG,PNEUMONIA,POSTO_SAUDE,"80 - 89",F,1
MG,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,2
MG,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,2
MG,SEPTICEMIA,DOMICILIO,"80 - 89",F,97
MG,SEPTICEMIA,DOMICILIO,"80 - 89",M,70
MG,SEPTICEMIA,HOSPITAL,"80 - 89",F,2010
MG,SEPTICEMIA,HOSPITAL,"80 - 89",M,1518
MG,SEPTICEMIA,IGNORADO,"80 - 89",F,45
MG,SEPTICEMIA,IGNORADO,"80 - 89",M,32
MG,SEPTICEMIA,OUTRO,"80 - 89",F,7
MG,SEPTICEMIA,OUTRO,"80 - 89",M,7
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,145
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,115
MG,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,2
MG,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
MG,SRAG,DOMICILIO,"80 - 89",F,13
MG,SRAG,DOMICILIO,"80 - 89",M,12
MG,SRAG,HOSPITAL,"80 - 89",F,67
MG,SRAG,HOSPITAL,"80 - 89",M,60
MG,SRAG,IGNORADO,"80 - 89",F,2
MG,SRAG,IGNORADO,"80 - 89",M,2
MG,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
MG,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,10
MG,SRAG,VIA_PUBLICA,"80 - 89",M,1
MS,OUTRAS,DOMICILIO,"80 - 89",F,247
MS,OUTRAS,DOMICILIO,"80 - 89",M,314
MS,OUTRAS,HOSPITAL,"80 - 89",F,433
MS,OUTRAS,HOSPITAL,"80 - 89",M,448
MS,OUTRAS,OUTRO,"80 - 89",F,14
MS,OUTRAS,OUTRO,"80 - 89",M,19
MS,OUTRAS,POSTO_SAUDE,"80 - 89",F,5
MS,OUTRAS,POSTO_SAUDE,"80 - 89",M,6
MS,OUTRAS,VIA_PUBLICA,"80 - 89",F,4
MS,OUTRAS,VIA_PUBLICA,"80 - 89",M,5
MS,COVID,DOMICILIO,"80 - 89",F,4
MS,COVID,DOMICILIO,"80 - 89",M,7
MS,COVID,HOSPITAL,"80 - 89",F,184
MS,COVID,HOSPITAL,"80 - 89",M,201
MS,COVID,OUTRO,"80 - 89",F,1
MS,COVID,OUTRO,"80 - 89",M,1
MS,COVID,VIA_PUBLICA,"80 - 89",F,2
MS,INDETERMINADA,DOMICILIO,"80 - 89",F,2
MS,INDETERMINADA,DOMICILIO,"80 - 89",M,2
MS,INDETERMINADA,HOSPITAL,"80 - 89",F,2
MS,INDETERMINADA,HOSPITAL,"80 - 89",M,2
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,26
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,33
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,95
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,91
MS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,1
MS,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",F,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
MS,PNEUMONIA,DOMICILIO,"80 - 89",F,24
MS,PNEUMONIA,DOMICILIO,"80 - 89",M,25
MS,PNEUMONIA,HOSPITAL,"80 - 89",F,357
MS,PNEUMONIA,HOSPITAL,"80 - 89",M,402
MS,PNEUMONIA,OUTRO,"80 - 89",F,1
MS,PNEUMONIA,OUTRO,"80 - 89",M,3
MS,PNEUMONIA,POSTO_SAUDE,"80 - 89",F,1
MS,PNEUMONIA,POSTO_SAUDE,"80 - 89",M,1
MS,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,1
MS,SEPTICEMIA,DOMICILIO,"80 - 89",F,7
MS,SEPTICEMIA,DOMICILIO,"80 - 89",M,3
MS,SEPTICEMIA,HOSPITAL,"80 - 89",F,188
MS,SEPTICEMIA,HOSPITAL,"80 - 89",M,159
MS,SEPTICEMIA,OUTRO,"80 - 89",F,1
MS,SEPTICEMIA,POSTO_SAUDE,"80 - 89",F,2
MS,SEPTICEMIA,POSTO_SAUDE,"80 - 89",M,1
MS,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
MS,SRAG,HOSPITAL,"80 - 89",F,7
MS,SRAG,HOSPITAL,"80 - 89",M,7
MT,OUTRAS,DOMICILIO,"80 - 89",F,148
MT,OUTRAS,DOMICILIO,"80 - 89",M,163
MT,OUTRAS,HOSPITAL,"80 - 89",F,162
MT,OUTRAS,HOSPITAL,"80 - 89",M,210
MT,OUTRAS,IGNORADO,"80 - 89",F,417
MT,OUTRAS,IGNORADO,"80 - 89",M,483
MT,OUTRAS,OUTRO,"80 - 89",F,17
MT,OUTRAS,OUTRO,"80 - 89",M,21
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,7
MT,OUTRAS,VIA_PUBLICA,"80 - 89",F,2
MT,OUTRAS,VIA_PUBLICA,"80 - 89",M,1
MT,COVID,DOMICILIO,"80 - 89",F,4
MT,COVID,DOMICILIO,"80 - 89",M,4
MT,COVID,HOSPITAL,"80 - 89",F,85
MT,COVID,HOSPITAL,"80 - 89",M,158
MT,COVID,IGNORADO,"80 - 89",F,97
MT,COVID,IGNORADO,"80 - 89",M,110
MT,COVID,OUTRO,"80 - 89",F,5
MT,COVID,OUTRO,"80 - 89",M,6
MT,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
MT,INDETERMINADA,DOMICILIO,"80 - 89",M,3
MT,INDETERMINADA,HOSPITAL,"80 - 89",M,2
MT,INDETERMINADA,IGNORADO,"80 - 89",F,1
MT,INDETERMINADA,IGNORADO,"80 - 89",M,2
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,7
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,10
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,37
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,47
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,18
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,22
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,1
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,3
MT,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
MT,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,1
MT,PNEUMONIA,DOMICILIO,"80 - 89",F,7
MT,PNEUMONIA,DOMICILIO,"80 - 89",M,9
MT,PNEUMONIA,HOSPITAL,"80 - 89",F,117
MT,PNEUMONIA,HOSPITAL,"80 - 89",I,1
MT,PNEUMONIA,HOSPITAL,"80 - 89",M,129
MT,PNEUMONIA,IGNORADO,"80 - 89",F,44
MT,PNEUMONIA,IGNORADO,"80 - 89",M,57
MT,PNEUMONIA,OUTRO,"80 - 89",F,2
MT,PNEUMONIA,OUTRO,"80 - 89",M,3
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
MT,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,1
MT,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
MT,SEPTICEMIA,DOMICILIO,"80 - 89",M,2
MT,SEPTICEMIA,HOSPITAL,"80 - 89",F,69
MT,SEPTICEMIA,HOSPITAL,"80 - 89",M,70
MT,SEPTICEMIA,IGNORADO,"80 - 89",F,42
MT,SEPTICEMIA,IGNORADO,"80 - 89",M,27
MT,SEPTICEMIA,OUTRO,"80 - 89",M,2
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
MT,SEPTICEMIA,POSTO_SAUDE,"80 - 89",F,1
MT,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,1
MT,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
MT,SRAG,DOMICILIO,"80 - 89",F,1
MT,SRAG,HOSPITAL,"80 - 89",F,1
MT,SRAG,HOSPITAL,"80 - 89",M,3
MT,SRAG,IGNORADO,"80 - 89",F,4
MT,SRAG,IGNORADO,"80 - 89",M,2
PA,OUTRAS,AMBULANCIA,"80 - 89",F,1
PA,OUTRAS,DOMICILIO,"80 - 89",F,551
PA,OUTRAS,DOMICILIO,"80 - 89",I,1
PA,OUTRAS,DOMICILIO,"80 - 89",M,712
PA,OUTRAS,HOSPITAL,"80 - 89",F,389
PA,OUTRAS,HOSPITAL,"80 - 89",M,437
PA,OUTRAS,IGNORADO,"80 - 89",F,7
PA,OUTRAS,IGNORADO,"80 - 89",M,16
PA,OUTRAS,OUTRO,"80 - 89",F,25
PA,OUTRAS,OUTRO,"80 - 89",M,59
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,34
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,39
PA,OUTRAS,POSTO_SAUDE,"80 - 89",F,1
PA,OUTRAS,POSTO_SAUDE,"80 - 89",M,1
PA,OUTRAS,VIA_PUBLICA,"80 - 89",F,5
PA,OUTRAS,VIA_PUBLICA,"80 - 89",M,13
PA,COVID,DOMICILIO,"80 - 89",F,13
PA,COVID,DOMICILIO,"80 - 89",M,24
PA,COVID,HOSPITAL,"80 - 89",F,333
PA,COVID,HOSPITAL,"80 - 89",M,485
PA,COVID,IGNORADO,"80 - 89",M,3
PA,COVID,OUTRO,"80 - 89",F,7
PA,COVID,OUTRO,"80 - 89",M,13
PA,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,19
PA,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,29
PA,COVID,VIA_PUBLICA,"80 - 89",F,1
PA,COVID,VIA_PUBLICA,"80 - 89",M,2
PA,INDETERMINADA,DOMICILIO,"80 - 89",F,10
PA,INDETERMINADA,DOMICILIO,"80 - 89",M,11
PA,INDETERMINADA,HOSPITAL,"80 - 89",F,2
PA,INDETERMINADA,HOSPITAL,"80 - 89",M,2
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,46
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,43
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,155
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,150
PA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,9
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,23
PA,PNEUMONIA,DOMICILIO,"80 - 89",F,44
PA,PNEUMONIA,DOMICILIO,"80 - 89",M,43
PA,PNEUMONIA,HOSPITAL,"80 - 89",F,358
PA,PNEUMONIA,HOSPITAL,"80 - 89",M,345
PA,PNEUMONIA,IGNORADO,"80 - 89",F,1
PA,PNEUMONIA,IGNORADO,"80 - 89",M,1
PA,PNEUMONIA,OUTRO,"80 - 89",F,5
PA,PNEUMONIA,OUTRO,"80 - 89",M,9
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,31
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,29
PA,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,2
PA,SEPTICEMIA,DOMICILIO,"80 - 89",F,21
PA,SEPTICEMIA,DOMICILIO,"80 - 89",M,27
PA,SEPTICEMIA,HOSPITAL,"80 - 89",F,173
PA,SEPTICEMIA,HOSPITAL,"80 - 89",M,153
PA,SEPTICEMIA,IGNORADO,"80 - 89",M,1
PA,SEPTICEMIA,OUTRO,"80 - 89",M,2
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,14
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,9
PA,SRAG,DOMICILIO,"80 - 89",F,12
PA,SRAG,DOMICILIO,"80 - 89",M,22
PA,SRAG,HOSPITAL,"80 - 89",F,59
PA,SRAG,HOSPITAL,"80 - 89",M,71
PA,SRAG,IGNORADO,"80 - 89",F,1
PA,SRAG,IGNORADO,"80 - 89",M,1
PA,SRAG,OUTRO,"80 - 89",M,1
PA,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PA,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
PB,OUTRAS,DOMICILIO,"80 - 89",F,811
PB,OUTRAS,DOMICILIO,"80 - 89",M,819
PB,OUTRAS,HOSPITAL,"80 - 89",F,593
PB,OUTRAS,HOSPITAL,"80 - 89",M,478
PB,OUTRAS,IGNORADO,"80 - 89",F,4
PB,OUTRAS,IGNORADO,"80 - 89",M,2
PB,OUTRAS,OUTRO,"80 - 89",F,32
PB,OUTRAS,OUTRO,"80 - 89",M,24
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,55
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,47
PB,OUTRAS,POSTO_SAUDE,"80 - 89",F,2
PB,OUTRAS,POSTO_SAUDE,"80 - 89",M,1
PB,OUTRAS,VIA_PUBLICA,"80 - 89",F,6
PB,OUTRAS,VIA_PUBLICA,"80 - 89",M,8
PB,COVID,DOMICILIO,"80 - 89",F,9
PB,COVID,DOMICILIO,"80 - 89",M,15
PB,COVID,HOSPITAL,"80 - 89",F,278
PB,COVID,HOSPITAL,"80 - 89",M,323
PB,COVID,OUTRO,"80 - 89",F,1
PB,COVID,OUTRO,"80 - 89",M,5
PB,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
PB,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,14
PB,COVID,VIA_PUBLICA,"80 - 89",F,1
PB,COVID,VIA_PUBLICA,"80 - 89",M,2
PB,INDETERMINADA,DOMICILIO,"80 - 89",F,8
PB,INDETERMINADA,DOMICILIO,"80 - 89",M,18
PB,INDETERMINADA,HOSPITAL,"80 - 89",F,3
PB,INDETERMINADA,HOSPITAL,"80 - 89",M,4
PB,INDETERMINADA,OUTRO,"80 - 89",M,2
PB,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,71
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,75
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,151
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,130
PB,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,9
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,6
PB,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"80 - 89",M,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
PB,PNEUMONIA,DOMICILIO,"80 - 89",F,70
PB,PNEUMONIA,DOMICILIO,"80 - 89",M,76
PB,PNEUMONIA,HOSPITAL,"80 - 89",F,421
PB,PNEUMONIA,HOSPITAL,"80 - 89",I,1
PB,PNEUMONIA,HOSPITAL,"80 - 89",M,352
PB,PNEUMONIA,IGNORADO,"80 - 89",F,3
PB,PNEUMONIA,IGNORADO,"80 - 89",M,1
PB,PNEUMONIA,OUTRO,"80 - 89",F,8
PB,PNEUMONIA,OUTRO,"80 - 89",M,7
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,23
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,27
PB,PNEUMONIA,POSTO_SAUDE,"80 - 89",M,1
PB,SEPTICEMIA,DOMICILIO,"80 - 89",F,54
PB,SEPTICEMIA,DOMICILIO,"80 - 89",M,40
PB,SEPTICEMIA,HOSPITAL,"80 - 89",F,382
PB,SEPTICEMIA,HOSPITAL,"80 - 89",M,263
PB,SEPTICEMIA,OUTRO,"80 - 89",F,2
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,22
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,25
PB,SRAG,DOMICILIO,"80 - 89",M,2
PB,SRAG,HOSPITAL,"80 - 89",F,34
PB,SRAG,HOSPITAL,"80 - 89",M,30
PB,SRAG,OUTRO,"80 - 89",F,2
PB,SRAG,OUTRO,"80 - 89",M,1
PB,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PB,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PE,OUTRAS,DOMICILIO,"80 - 89",F,1537
PE,OUTRAS,DOMICILIO,"80 - 89",M,1383
PE,OUTRAS,HOSPITAL,"80 - 89",F,1422
PE,OUTRAS,HOSPITAL,"80 - 89",M,1198
PE,OUTRAS,IGNORADO,"80 - 89",F,19
PE,OUTRAS,IGNORADO,"80 - 89",M,15
PE,OUTRAS,OUTRO,"80 - 89",F,58
PE,OUTRAS,OUTRO,"80 - 89",M,46
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,91
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,77
PE,OUTRAS,POSTO_SAUDE,"80 - 89",F,1
PE,OUTRAS,VIA_PUBLICA,"80 - 89",F,8
PE,OUTRAS,VIA_PUBLICA,"80 - 89",M,20
PE,COVID,AMBULANCIA,"80 - 89",F,1
PE,COVID,DOMICILIO,"80 - 89",F,18
PE,COVID,DOMICILIO,"80 - 89",M,22
PE,COVID,HOSPITAL,"80 - 89",F,716
PE,COVID,HOSPITAL,"80 - 89",I,1
PE,COVID,HOSPITAL,"80 - 89",M,717
PE,COVID,IGNORADO,"80 - 89",F,5
PE,COVID,IGNORADO,"80 - 89",M,1
PE,COVID,OUTRO,"80 - 89",M,4
PE,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,15
PE,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,15
PE,COVID,VIA_PUBLICA,"80 - 89",M,1
PE,INDETERMINADA,DOMICILIO,"80 - 89",F,30
PE,INDETERMINADA,DOMICILIO,"80 - 89",M,20
PE,INDETERMINADA,HOSPITAL,"80 - 89",F,17
PE,INDETERMINADA,HOSPITAL,"80 - 89",M,7
PE,INDETERMINADA,OUTRO,"80 - 89",F,2
PE,INDETERMINADA,OUTRO,"80 - 89",M,1
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,150
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,102
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,309
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,245
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,3
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,14
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,11
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,1
PE,PNEUMONIA,DOMICILIO,"80 - 89",F,123
PE,PNEUMONIA,DOMICILIO,"80 - 89",M,95
PE,PNEUMONIA,HOSPITAL,"80 - 89",F,693
PE,PNEUMONIA,HOSPITAL,"80 - 89",I,1
PE,PNEUMONIA,HOSPITAL,"80 - 89",M,553
PE,PNEUMONIA,IGNORADO,"80 - 89",F,5
PE,PNEUMONIA,IGNORADO,"80 - 89",M,5
PE,PNEUMONIA,OUTRO,"80 - 89",F,3
PE,PNEUMONIA,OUTRO,"80 - 89",M,5
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,19
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,10
PE,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,2
PE,SEPTICEMIA,AMBULANCIA,"80 - 89",F,1
PE,SEPTICEMIA,DOMICILIO,"80 - 89",F,131
PE,SEPTICEMIA,DOMICILIO,"80 - 89",M,95
PE,SEPTICEMIA,HOSPITAL,"80 - 89",F,1265
PE,SEPTICEMIA,HOSPITAL,"80 - 89",M,903
